person_id,party,topic,n_alltime,n_term_hor,chars_term_hor,searchword_segs,n_term_other_house
1994,立憲民主党,FamilySeparate,2,0,0,0,0
1994,立憲民主党,LGBT,1,0,0,0,0
2007,立憲民主党,Defence,25,18,12660,23,0
2007,立憲民主党,NuclearPower,5,0,0,0,0
2007,立憲民主党,FamilySeparate,0,0,0,0,0
2007,立憲民主党,LGBT,0,0,0,0,0
2010,公明党,Defence,94,7,8626,16,1
2010,公明党,NuclearPower,22,0,0,0,0
2010,公明党,FamilySeparate,0,0,0,0,0
2010,公明党,LGBT,0,0,0,0,0
2013,自由民主党,Defence,8,1,1961,2,0
2013,自由民主党,NuclearPower,1,0,0,0,0
2013,自由民主党,FamilySeparate,1,0,0,0,1
2013,自由民主党,LGBT,2,0,0,0,2
2041,公明党,Defence,98,2,1399,2,0
2041,公明党,NuclearPower,160,3,2425,7,0
2041,公明党,FamilySeparate,0,0,0,0,0
2041,公明党,LGBT,0,0,0,0,0
2042,立憲民主党,Defence,29,20,17173,31,0
2042,立憲民主党,NuclearPower,1,1,177,1,0
2042,立憲民主党,FamilySeparate,0,0,0,0,0
2042,立憲民主党,LGBT,0,0,0,0,0
2052,自由民主党,Defence,90,12,8531,30,0
2052,自由民主党,NuclearPower,5,0,0,0,0
2052,自由民主党,FamilySeparate,1,0,0,0,0
2052,自由民主党,LGBT,0,0,0,0,0
2053,日本共産党,Defence,3706,378,194885,1107,0
2053,日本共産党,NuclearPower,28,1,2038,1,0
2053,日本共産党,FamilySeparate,4,1,1803,1,0
2053,日本共産党,LGBT,4,1,1803,2,0
2056,自由民主党,Defence,12,8,5511,12,0
2056,自由民主党,NuclearPower,67,5,2545,5,0
2056,自由民主党,FamilySeparate,0,0,0,0,0
2056,自由民主党,LGBT,0,0,0,0,0
2062,自由民主党,Defence,28,16,5586,21,0
2062,自由民主党,NuclearPower,2,0,0,0,0
2062,自由民主党,FamilySeparate,0,0,0,0,0
2062,自由民主党,LGBT,0,0,0,0,0
2069,国民民主党,Defence,50,47,38224,82,0
2069,国民民主党,NuclearPower,4,3,4073,8,0
2069,国民民主党,FamilySeparate,2,0,0,0,0
2069,国民民主党,LGBT,0,0,0,0,0
2083,無所属,Defence,14,11,14037,13,0
2083,無所属,NuclearPower,1,1,1556,1,0
2083,無所属,FamilySeparate,0,0,0,0,0
2083,無所属,LGBT,0,0,0,0,0
2084,自由民主党,Defence,11,5,5456,6,0
2084,自由民主党,NuclearPower,4,0,0,0,0
2084,自由民主党,FamilySeparate,0,0,0,0,0
2084,自由民主党,LGBT,0,0,0,0,0
2091,自由民主党,Defence,8,2,2078,4,0
2091,自由民主党,NuclearPower,13,3,2380,10,0
2091,自由民主党,FamilySeparate,0,0,0,0,0
2091,自由民主党,LGBT,0,0,0,0,0
2093,自由民主党,Defence,1024,0,0,0,0
2093,自由民主党,NuclearPower,69,0,0,0,0
2093,自由民主党,FamilySeparate,1,0,0,0,0
2093,自由民主党,LGBT,2,0,0,0,0
2103,自由民主党,Defence,16,3,3463,4,1
2103,自由民主党,NuclearPower,5,0,0,0,0
2103,自由民主党,FamilySeparate,0,0,0,0,0
2103,自由民主党,LGBT,0,0,0,0,0
2111,公明党,Defence,21,0,0,0,0
2111,公明党,NuclearPower,3,0,0,0,0
2111,公明党,FamilySeparate,0,0,0,0,0
2111,公明党,LGBT,0,0,0,0,0
2117,日本維新の会,Defence,19,19,12242,41,0
2117,日本維新の会,NuclearPower,0,0,0,0,0
2117,日本維新の会,FamilySeparate,0,0,0,0,0
2117,日本維新の会,LGBT,0,0,0,0,0
2118,日本共産党,Defence,271,26,47551,177,0
2118,日本共産党,NuclearPower,33,4,18620,16,0
2118,日本共産党,FamilySeparate,3,1,4257,4,0
2118,日本共産党,LGBT,1,0,0,0,0
2120,日本維新の会,Defence,42,42,57519,108,0
2120,日本維新の会,NuclearPower,47,46,50315,99,1
2120,日本維新の会,FamilySeparate,0,0,0,0,0
2120,日本維新の会,LGBT,1,1,2231,1,0
2129,自由民主党,Defence,6,1,803,1,0
2129,自由民主党,NuclearPower,0,0,0,0,0
2129,自由民主党,FamilySeparate,0,0,0,0,0
2129,自由民主党,LGBT,0,0,0,0,0
2131,立憲民主党,Defence,281,47,21368,77,0
2131,立憲民主党,NuclearPower,26,1,852,3,0
2131,立憲民主党,FamilySeparate,6,0,0,0,0
2131,立憲民主党,LGBT,1,1,423,1,0
2143,日本維新の会,Defence,23,23,11982,39,0
2143,日本維新の会,NuclearPower,11,10,3991,24,0
2143,日本維新の会,FamilySeparate,0,0,0,0,0
2143,日本維新の会,LGBT,0,0,0,0,0
2171,無所属,Defence,109,67,84423,209,0
2171,無所属,NuclearPower,53,1,1112,1,0
2171,無所属,FamilySeparate,0,0,0,0,0
2171,無所属,LGBT,0,0,0,0,0
2172,国民民主党,Defence,43,28,18896,41,0
2172,国民民主党,NuclearPower,2,0,0,0,0
2172,国民民主党,FamilySeparate,2,2,488,2,0
2172,国民民主党,LGBT,0,0,0,0,0
2177,自由民主党,Defence,194,60,57155,71,41
2177,自由民主党,NuclearPower,347,169,109026,305,114
2177,自由民主党,FamilySeparate,0,0,0,0,0
2177,自由民主党,LGBT,1,0,0,0,0
2181,自由民主党,Defence,5,1,1837,10,0
2181,自由民主党,NuclearPower,1,0,0,0,0
2181,自由民主党,FamilySeparate,0,0,0,0,0
2181,自由民主党,LGBT,0,0,0,0,0
2186,日本維新の会,Defence,145,145,70928,271,0
2186,日本維新の会,NuclearPower,3,3,2395,4,0
2186,日本維新の会,FamilySeparate,0,0,0,0,0
2186,日本維新の会,LGBT,0,0,0,0,0
2189,自由民主党,Defence,132,0,0,0,0
2189,自由民主党,NuclearPower,3,0,0,0,0
2189,自由民主党,FamilySeparate,0,0,0,0,0
2189,自由民主党,LGBT,0,0,0,0,0
2191,立憲民主党,Defence,138,6,4309,6,0
2191,立憲民主党,NuclearPower,7,0,0,0,0
2191,立憲民主党,FamilySeparate,0,0,0,0,0
2191,立憲民主党,LGBT,0,0,0,0,0
2192,自由民主党,Defence,4,1,1303,1,0
2192,自由民主党,NuclearPower,2,2,1146,2,0
2192,自由民主党,FamilySeparate,0,0,0,0,0
2192,自由民主党,LGBT,0,0,0,0,0
2229,自由民主党,Defence,37,0,0,0,0
2229,自由民主党,NuclearPower,12,0,0,0,0
2229,自由民主党,FamilySeparate,0,0,0,0,0
2229,自由民主党,LGBT,0,0,0,0,0
2239,自由民主党,Defence,193,22,9716,28,4
2239,自由民主党,NuclearPower,27,4,1321,5,3
2239,自由民主党,FamilySeparate,1,0,0,0,0
2239,自由民主党,LGBT,0,0,0,0,0
2249,自由民主党,Defence,5,3,915,3,0
2249,自由民主党,NuclearPower,0,0,0,0,0
2249,自由民主党,FamilySeparate,1,0,0,0,0
2249,自由民主党,LGBT,0,0,0,0,0
2264,無所属,Defence,60,22,20351,58,0
2264,無所属,NuclearPower,59,27,26199,51,0
2264,無所属,FamilySeparate,0,0,0,0,0
2264,無所属,LGBT,0,0,0,0,0
2268,自由民主党,Defence,43,20,15508,55,1
2268,自由民主党,NuclearPower,4,2,1618,2,0
2268,自由民主党,FamilySeparate,0,0,0,0,0
2268,自由民主党,LGBT,0,0,0,0,0
2289,立憲民主党,Defence,349,12,9080,31,0
2289,立憲民主党,NuclearPower,684,14,8075,29,0
2289,立憲民主党,FamilySeparate,38,0,0,0,0
2289,立憲民主党,LGBT,1,0,0,0,0
2291,自由民主党,Defence,34,29,15170,57,1
2291,自由民主党,NuclearPower,9,0,0,0,0
2291,自由民主党,FamilySeparate,0,0,0,0,0
2291,自由民主党,LGBT,0,0,0,0,0
2306,自由民主党,Defence,0,0,0,0,0
2306,自由民主党,NuclearPower,4,4,1850,6,0
2306,自由民主党,FamilySeparate,0,0,0,0,0
2306,自由民主党,LGBT,0,0,0,0,0
2317,自由民主党,Defence,22,0,0,0,0
2317,自由民主党,NuclearPower,7,0,0,0,0
2317,自由民主党,FamilySeparate,0,0,0,0,0
2317,自由民主党,LGBT,0,0,0,0,0
2321,自由民主党,Defence,6,1,123,1,0
2321,自由民主党,NuclearPower,18,0,0,0,0
2321,自由民主党,FamilySeparate,0,0,0,0,0
2321,自由民主党,LGBT,0,0,0,0,0
2324,日本維新の会,Defence,43,21,94506,119,0
2324,日本維新の会,NuclearPower,14,4,24921,11,0
2324,日本維新の会,FamilySeparate,1,0,0,0,0
2324,日本維新の会,LGBT,0,0,0,0,0
2336,日本維新の会,Defence,65,23,25265,37,0
2336,日本維新の会,NuclearPower,1,1,780,2,0
2336,日本維新の会,FamilySeparate,0,0,0,0,0
2336,日本維新の会,LGBT,0,0,0,0,0
2337,自由民主党,Defence,12,2,2581,3,0
2337,自由民主党,NuclearPower,16,0,0,0,0
2337,自由民主党,FamilySeparate,0,0,0,0,0
2337,自由民主党,LGBT,0,0,0,0,0
2338,国民民主党,Defence,42,22,14383,29,0
2338,国民民主党,NuclearPower,9,7,6807,7,0
2338,国民民主党,FamilySeparate,3,2,804,3,0
2338,国民民主党,LGBT,0,0,0,0,0
2342,公明党,Defence,21,11,8348,16,0
2342,公明党,NuclearPower,32,0,0,0,0
2342,公明党,FamilySeparate,10,2,2157,2,0
2342,公明党,LGBT,8,6,8193,33,0
2353,自由民主党,Defence,56,40,19200,41,0
2353,自由民主党,NuclearPower,102,4,2595,4,0
2353,自由民主党,FamilySeparate,0,0,0,0,0
2353,自由民主党,LGBT,0,0,0,0,0
2362,自由民主党,Defence,8,1,332,1,0
2362,自由民主党,NuclearPower,17,3,2606,5,0
2362,自由民主党,FamilySeparate,2,0,0,0,0
2362,自由民主党,LGBT,0,0,0,0,0
2376,自由民主党,Defence,143,19,8977,23,0
2376,自由民主党,NuclearPower,29,2,869,2,0
2376,自由民主党,FamilySeparate,9,0,0,0,0
2376,自由民主党,LGBT,0,0,0,0,0
2377,日本共産党,Defence,660,114,42015,211,0
2377,日本共産党,NuclearPower,538,9,4501,9,0
2377,日本共産党,FamilySeparate,5,5,2321,6,0
2377,日本共産党,LGBT,7,7,3944,9,0
2379,立憲民主党,Defence,611,87,36813,127,0
2379,立憲民主党,NuclearPower,189,22,11581,46,0
2379,立憲民主党,FamilySeparate,3,0,0,0,0
2379,立憲民主党,LGBT,0,0,0,0,0
2380,自由民主党,Defence,5,0,0,0,0
2380,自由民主党,NuclearPower,1,0,0,0,0
2380,自由民主党,FamilySeparate,0,0,0,0,0
2380,自由民主党,LGBT,0,0,0,0,0
2381,公明党,Defence,6,6,5372,18,0
2381,公明党,NuclearPower,0,0,0,0,0
2381,公明党,FamilySeparate,0,0,0,0,0
2381,公明党,LGBT,1,1,1022,5,0
2382,立憲民主党,Defence,25,4,2131,6,0
2382,立憲民主党,NuclearPower,18,0,0,0,0
2382,立憲民主党,FamilySeparate,18,0,0,0,0
2382,立憲民主党,LGBT,0,0,0,0,0
2399,立憲民主党,Defence,5,4,5235,4,0
2399,立憲民主党,NuclearPower,0,0,0,0,0
2399,立憲民主党,FamilySeparate,0,0,0,0,0
2399,立憲民主党,LGBT,0,0,0,0,0
2416,立憲民主党,Defence,71,26,21852,32,0
2416,立憲民主党,NuclearPower,35,2,1337,2,0
2416,立憲民主党,FamilySeparate,0,0,0,0,0
2416,立憲民主党,LGBT,0,0,0,0,0
2422,自由民主党,Defence,5,1,1536,7,0
2422,自由民主党,NuclearPower,8,2,1538,3,0
2422,自由民主党,FamilySeparate,0,0,0,0,0
2422,自由民主党,LGBT,0,0,0,0,0
2429,自由民主党,Defence,10,0,0,0,0
2429,自由民主党,NuclearPower,15,0,0,0,0
2429,自由民主党,FamilySeparate,0,0,0,0,0
2429,自由民主党,LGBT,0,0,0,0,0
2433,立憲民主党,Defence,18,16,14109,25,0
2433,立憲民主党,NuclearPower,30,26,19897,42,0
2433,立憲民主党,FamilySeparate,0,0,0,0,0
2433,立憲民主党,LGBT,0,0,0,0,0
2438,無所属,Defence,7,2,2381,3,0
2438,無所属,NuclearPower,0,0,0,0,0
2438,無所属,FamilySeparate,0,0,0,0,0
2438,無所属,LGBT,0,0,0,0,0
2444,公明党,Defence,32,25,13234,78,0
2444,公明党,NuclearPower,2,1,1287,1,0
2444,公明党,FamilySeparate,1,1,700,1,0
2444,公明党,LGBT,0,0,0,0,0
2446,立憲民主党,Defence,89,1,912,1,0
2446,立憲民主党,NuclearPower,19,2,2202,4,0
2446,立憲民主党,FamilySeparate,0,0,0,0,0
2446,立憲民主党,LGBT,0,0,0,0,0
2449,立憲民主党,Defence,62,56,32734,114,0
2449,立憲民主党,NuclearPower,3,3,1947,4,0
2449,立憲民主党,FamilySeparate,0,0,0,0,0
2449,立憲民主党,LGBT,11,9,4656,13,0
2454,立憲民主党,Defence,25,9,12644,14,0
2454,立憲民主党,NuclearPower,13,10,7607,13,0
2454,立憲民主党,FamilySeparate,0,0,0,0,0
2454,立憲民主党,LGBT,0,0,0,0,0
2471,自由民主党,Defence,56,20,14347,31,10
2471,自由民主党,NuclearPower,57,3,1517,4,0
2471,自由民主党,FamilySeparate,2,0,0,0,2
2471,自由民主党,LGBT,0,0,0,0,0
2494,立憲民主党,Defence,68,10,5398,19,0
2494,立憲民主党,NuclearPower,56,0,0,0,0
2494,立憲民主党,FamilySeparate,0,0,0,0,0
2494,立憲民主党,LGBT,0,0,0,0,0
2495,自由民主党,Defence,5,1,1060,1,0
2495,自由民主党,NuclearPower,18,6,5822,12,0
2495,自由民主党,FamilySeparate,0,0,0,0,0
2495,自由民主党,LGBT,0,0,0,0,0
2527,自由民主党,Defence,18,8,5891,10,1
2527,自由民主党,NuclearPower,10,7,4219,10,0
2527,自由民主党,FamilySeparate,0,0,0,0,0
2527,自由民主党,LGBT,0,0,0,0,0
2542,自由民主党,Defence,1,1,507,2,0
2542,自由民主党,NuclearPower,2,2,886,2,0
2542,自由民主党,FamilySeparate,0,0,0,0,0
2542,自由民主党,LGBT,0,0,0,0,0
2546,立憲民主党,Defence,270,0,0,0,0
2546,立憲民主党,NuclearPower,25,0,0,0,0
2546,立憲民主党,FamilySeparate,0,0,0,0,0
2546,立憲民主党,LGBT,0,0,0,0,0
2571,立憲民主党,Defence,470,31,22879,68,0
2571,立憲民主党,NuclearPower,47,0,0,0,0
2571,立憲民主党,FamilySeparate,2,0,0,0,0
2571,立憲民主党,LGBT,0,0,0,0,0
2584,自由民主党,Defence,42,1,675,1,1
2584,自由民主党,NuclearPower,20,6,8379,9,9
2584,自由民主党,FamilySeparate,3,0,0,0,0
2584,自由民主党,LGBT,0,0,0,0,0
2623,日本共産党,Defence,125,18,13328,40,0
2623,日本共産党,NuclearPower,7,1,2143,1,0
2623,日本共産党,FamilySeparate,40,14,5294,22,0
2623,日本共産党,LGBT,6,5,4631,12,0
2639,公明党,Defence,17,12,10113,29,0
2639,公明党,NuclearPower,22,21,14828,33,0
2639,公明党,FamilySeparate,0,0,0,0,0
2639,公明党,LGBT,1,1,999,1,0
2645,自由民主党,Defence,87,0,0,0,0
2645,自由民主党,NuclearPower,70,0,0,0,0
2645,自由民主党,FamilySeparate,0,0,0,0,0
2645,自由民主党,LGBT,0,0,0,0,0
2655,立憲民主党,Defence,39,22,15747,32,0
2655,立憲民主党,NuclearPower,6,0,0,0,0
2655,立憲民主党,FamilySeparate,9,0,0,0,0
2655,立憲民主党,LGBT,0,0,0,0,0
2663,立憲民主党,Defence,488,12,8628,20,0
2663,立憲民主党,NuclearPower,592,31,17415,83,0
2663,立憲民主党,FamilySeparate,1,0,0,0,0
2663,立憲民主党,LGBT,0,0,0,0,0
2668,自由民主党,Defence,16,0,0,0,0
2668,自由民主党,NuclearPower,1,0,0,0,0
2668,自由民主党,FamilySeparate,0,0,0,0,0
2668,自由民主党,LGBT,0,0,0,0,0
2670,自由民主党,Defence,24,6,5684,24,0
2670,自由民主党,NuclearPower,3,3,2207,4,0
2670,自由民主党,FamilySeparate,0,0,0,0,0
2670,自由民主党,LGBT,0,0,0,0,0
2718,立憲民主党,Defence,93,73,48731,206,0
2718,立憲民主党,NuclearPower,4,4,2787,6,0
2718,立憲民主党,FamilySeparate,6,6,3747,10,0
2718,立憲民主党,LGBT,5,5,2800,6,0
2722,自由民主党,Defence,5,3,2618,3,0
2722,自由民主党,NuclearPower,2,2,2948,2,0
2722,自由民主党,FamilySeparate,0,0,0,0,0
2722,自由民主党,LGBT,0,0,0,0,0
2729,自由民主党,Defence,86,28,18106,56,5
2729,自由民主党,NuclearPower,0,0,0,0,0
2729,自由民主党,FamilySeparate,0,0,0,0,0
2729,自由民主党,LGBT,0,0,0,0,0
2732,日本共産党,Defence,560,106,70087,250,0
2732,日本共産党,NuclearPower,22,9,14989,9,0
2732,日本共産党,FamilySeparate,2,2,3878,6,0
2732,日本共産党,LGBT,3,3,849,4,0
2741,立憲民主党,Defence,202,62,26653,75,0
2741,立憲民主党,NuclearPower,36,3,710,3,0
2741,立憲民主党,FamilySeparate,0,0,0,0,0
2741,立憲民主党,LGBT,0,0,0,0,0
2743,立憲民主党,Defence,76,15,14012,23,0
2743,立憲民主党,NuclearPower,11,5,6622,15,0
2743,立憲民主党,FamilySeparate,0,0,0,0,0
2743,立憲民主党,LGBT,0,0,0,0,0
2753,公明党,Defence,19,5,6370,5,0
2753,公明党,NuclearPower,7,4,3953,10,0
2753,公明党,FamilySeparate,0,0,0,0,0
2753,公明党,LGBT,0,0,0,0,0
2760,自由民主党,Defence,312,132,101286,264,132
2760,自由民主党,NuclearPower,4,2,915,2,0
2760,自由民主党,FamilySeparate,29,0,0,0,0
2760,自由民主党,LGBT,8,0,0,0,0
2765,自由民主党,Defence,7,6,3000,9,1
2765,自由民主党,NuclearPower,1,0,0,0,1
2765,自由民主党,FamilySeparate,0,0,0,0,0
2765,自由民主党,LGBT,0,0,0,0,0
2813,自由民主党,Defence,167,18,19844,32,0
2813,自由民主党,NuclearPower,60,1,384,1,0
2813,自由民主党,FamilySeparate,0,0,0,0,0
2813,自由民主党,LGBT,0,0,0,0,0
2816,自由民主党,Defence,155,75,31343,141,56
2816,自由民主党,NuclearPower,37,3,927,6,4
2816,自由民主党,FamilySeparate,0,0,0,0,0
2816,自由民主党,LGBT,11,11,2965,12,0
2818,自由民主党,Defence,20,0,0,0,0
2818,自由民主党,NuclearPower,16,0,0,0,0
2818,自由民主党,FamilySeparate,10,0,0,0,0
2818,自由民主党,LGBT,0,0,0,0,0
2824,国民民主党,Defence,101,86,63916,130,0
2824,国民民主党,NuclearPower,41,17,15775,27,0
2824,国民民主党,FamilySeparate,0,0,0,0,0
2824,国民民主党,LGBT,0,0,0,0,0
2826,公明党,Defence,57,4,3344,5,0
2826,公明党,NuclearPower,177,1,1356,1,0
2826,公明党,FamilySeparate,0,0,0,0,0
2826,公明党,LGBT,0,0,0,0,0
2831,自由民主党,Defence,75,12,12134,45,4
2831,自由民主党,NuclearPower,6,3,1495,5,1
2831,自由民主党,FamilySeparate,0,0,0,0,0
2831,自由民主党,LGBT,0,0,0,0,0
2835,自由民主党,Defence,44,12,3311,15,1
2835,自由民主党,NuclearPower,3,0,0,0,0
2835,自由民主党,FamilySeparate,2,0,0,0,2
2835,自由民主党,LGBT,0,0,0,0,0
2836,自由民主党,Defence,13,6,6357,28,0
2836,自由民主党,NuclearPower,1,0,0,0,0
2836,自由民主党,FamilySeparate,0,0,0,0,0
2836,自由民主党,LGBT,0,0,0,0,0
2837,自由民主党,Defence,30,13,8471,15,10
2837,自由民主党,NuclearPower,18,6,3688,11,3
2837,自由民主党,FamilySeparate,4,0,0,0,4
2837,自由民主党,LGBT,0,0,0,0,0
2841,自由民主党,Defence,8,2,9391,2,4
2841,自由民主党,NuclearPower,0,0,0,0,0
2841,自由民主党,FamilySeparate,6,4,1386,6,2
2841,自由民主党,LGBT,14,5,1692,7,9
2849,自由民主党,Defence,21,12,7545,25,0
2849,自由民主党,NuclearPower,3,0,0,0,0
2849,自由民主党,FamilySeparate,1,1,295,1,0
2849,自由民主党,LGBT,0,0,0,0,0
2859,自由民主党,Defence,16,0,0,0,0
2859,自由民主党,NuclearPower,23,0,0,0,0
2859,自由民主党,FamilySeparate,0,0,0,0,0
2859,自由民主党,LGBT,0,0,0,0,0
2863,自由民主党,Defence,3,0,0,0,0
2863,自由民主党,NuclearPower,9,2,632,3,0
2863,自由民主党,FamilySeparate,0,0,0,0,0
2863,自由民主党,LGBT,0,0,0,0,0
2865,無所属,Defence,187,37,56751,104,0
2865,無所属,NuclearPower,31,5,8613,6,0
2865,無所属,FamilySeparate,0,0,0,0,0
2865,無所属,LGBT,0,0,0,0,0
2869,立憲民主党,Defence,44,40,42494,117,0
2869,立憲民主党,NuclearPower,8,0,0,0,0
2869,立憲民主党,FamilySeparate,3,3,2072,3,0
2869,立憲民主党,LGBT,15,15,15813,39,0
2871,自由民主党,Defence,2,2,3440,6,0
2871,自由民主党,NuclearPower,1,0,0,0,0
2871,自由民主党,FamilySeparate,0,0,0,0,0
2871,自由民主党,LGBT,0,0,0,0,0
2875,自由民主党,Defence,4,1,112,1,2
2875,自由民主党,NuclearPower,0,0,0,0,0
2875,自由民主党,FamilySeparate,1,0,0,0,1
2875,自由民主党,LGBT,0,0,0,0,0
2889,自由民主党,Defence,19,7,4036,31,1
2889,自由民主党,NuclearPower,2,1,692,2,0
2889,自由民主党,FamilySeparate,0,0,0,0,0
2889,自由民主党,LGBT,0,0,0,0,0
2899,立憲民主党,Defence,113,35,22717,67,0
2899,立憲民主党,NuclearPower,17,2,1283,2,0
2899,立憲民主党,FamilySeparate,5,5,2463,7,0
2899,立憲民主党,LGBT,3,3,1824,4,0
2923,自由民主党,Defence,24,18,18103,44,0
2923,自由民主党,NuclearPower,2,1,405,1,0
2923,自由民主党,FamilySeparate,0,0,0,0,0
2923,自由民主党,LGBT,0,0,0,0,0
2932,日本維新の会,Defence,46,1,4108,2,0
2932,日本維新の会,NuclearPower,13,1,4831,8,0
2932,日本維新の会,FamilySeparate,0,0,0,0,0
2932,日本維新の会,LGBT,0,0,0,0,0
2940,自由民主党,Defence,105,71,23720,143,32
2940,自由民主党,NuclearPower,1,1,155,1,0
2940,自由民主党,FamilySeparate,1,0,0,0,0
2940,自由民主党,LGBT,0,0,0,0,0
2942,自由民主党,Defence,43,1,1248,1,0
2942,自由民主党,NuclearPower,24,0,0,0,0
2942,自由民主党,FamilySeparate,0,0,0,0,0
2942,自由民主党,LGBT,0,0,0,0,0
2943,立憲民主党,Defence,104,25,22281,42,0
2943,立憲民主党,NuclearPower,41,22,18616,38,0
2943,立憲民主党,FamilySeparate,0,0,0,0,0
2943,立憲民主党,LGBT,0,0,0,0,0
2948,自由民主党,Defence,119,0,0,0,0
2948,自由民主党,NuclearPower,85,0,0,0,0
2948,自由民主党,FamilySeparate,2,0,0,0,0
2948,自由民主党,LGBT,0,0,0,0,0
2956,国民民主党,Defence,46,17,14716,21,0
2956,国民民主党,NuclearPower,70,22,16351,51,0
2956,国民民主党,FamilySeparate,0,0,0,0,0
2956,国民民主党,LGBT,0,0,0,0,0
2974,自由民主党,Defence,114,0,0,0,0
2974,自由民主党,NuclearPower,194,0,0,0,0
2974,自由民主党,FamilySeparate,0,0,0,0,0
2974,自由民主党,LGBT,0,0,0,0,0
3022,自由民主党,Defence,18,10,10309,26,1
3022,自由民主党,NuclearPower,14,2,564,2,0
3022,自由民主党,FamilySeparate,1,1,586,1,0
3022,自由民主党,LGBT,1,0,0,0,1
3033,自由民主党,Defence,3,0,0,0,1
3033,自由民主党,NuclearPower,0,0,0,0,0
3033,自由民主党,FamilySeparate,0,0,0,0,0
3033,自由民主党,LGBT,0,0,0,0,0
3038,自由民主党,Defence,44,1,483,4,0
3038,自由民主党,NuclearPower,0,0,0,0,0
3038,自由民主党,FamilySeparate,0,0,0,0,0
3038,自由民主党,LGBT,0,0,0,0,0
3042,日本維新の会,Defence,10,7,9052,9,0
3042,日本維新の会,NuclearPower,1,1,799,1,0
3042,日本維新の会,FamilySeparate,0,0,0,0,0
3042,日本維新の会,LGBT,0,0,0,0,0
3043,自由民主党,Defence,36,1,800,1,0
3043,自由民主党,NuclearPower,17,1,1628,2,0
3043,自由民主党,FamilySeparate,5,0,0,0,0
3043,自由民主党,LGBT,0,0,0,0,0
3045,自由民主党,Defence,28,0,0,0,0
3045,自由民主党,NuclearPower,54,0,0,0,0
3045,自由民主党,FamilySeparate,0,0,0,0,0
3045,自由民主党,LGBT,0,0,0,0,0
3047,立憲民主党,Defence,58,40,25192,77,0
3047,立憲民主党,NuclearPower,1,0,0,0,0
3047,立憲民主党,FamilySeparate,4,2,198,2,0
3047,立憲民主党,LGBT,3,1,517,1,0
3066,自由民主党,Defence,47,29,10761,41,0
3066,自由民主党,NuclearPower,9,0,0,0,0
3066,自由民主党,FamilySeparate,0,0,0,0,0
3066,自由民主党,LGBT,0,0,0,0,0
3070,自由民主党,Defence,12,12,7518,28,0
3070,自由民主党,NuclearPower,0,0,0,0,0
3070,自由民主党,FamilySeparate,0,0,0,0,0
3070,自由民主党,LGBT,0,0,0,0,0
3072,自由民主党,Defence,82,37,12874,84,0
3072,自由民主党,NuclearPower,3,1,429,1,0
3072,自由民主党,FamilySeparate,1,0,0,0,0
3072,自由民主党,LGBT,0,0,0,0,0
3086,公明党,Defence,16,2,1452,3,0
3086,公明党,NuclearPower,4,0,0,0,0
3086,公明党,FamilySeparate,0,0,0,0,0
3086,公明党,LGBT,1,1,517,2,0
3095,国民民主党,Defence,1129,78,45619,172,0
3095,国民民主党,NuclearPower,53,3,2624,6,0
3095,国民民主党,FamilySeparate,0,0,0,0,0
3095,国民民主党,LGBT,0,0,0,0,0
3096,自由民主党,Defence,15,0,0,0,0
3096,自由民主党,NuclearPower,8,0,0,0,0
3096,自由民主党,FamilySeparate,12,0,0,0,0
3096,自由民主党,LGBT,1,0,0,0,0
3109,無所属,Defence,27,22,17259,28,0
3109,無所属,NuclearPower,4,2,1567,2,0
3109,無所属,FamilySeparate,0,0,0,0,0
3109,無所属,LGBT,1,1,1119,1,0
3113,公明党,Defence,55,10,4799,30,0
3113,公明党,NuclearPower,5,0,0,0,0
3113,公明党,FamilySeparate,0,0,0,0,0
3113,公明党,LGBT,0,0,0,0,0
3129,公明党,Defence,110,6,15935,55,0
3129,公明党,NuclearPower,30,0,0,0,0
3129,公明党,FamilySeparate,0,0,0,0,0
3129,公明党,LGBT,2,2,3055,3,0
3136,自由民主党,Defence,38,5,8198,6,2
3136,自由民主党,NuclearPower,12,0,0,0,1
3136,自由民主党,FamilySeparate,9,1,370,1,8
3136,自由民主党,LGBT,2,1,172,1,1
3153,自由民主党,Defence,49,0,0,0,0
3153,自由民主党,NuclearPower,26,0,0,0,0
3153,自由民主党,FamilySeparate,0,0,0,0,0
3153,自由民主党,LGBT,1,0,0,0,0
3158,公明党,Defence,62,10,7810,19,1
3158,公明党,NuclearPower,37,7,3961,7,0
3158,公明党,FamilySeparate,0,0,0,0,0
3158,公明党,LGBT,0,0,0,0,0
3173,自由民主党,Defence,23,1,2559,1,0
3173,自由民主党,NuclearPower,1,0,0,0,0
3173,自由民主党,FamilySeparate,0,0,0,0,0
3173,自由民主党,LGBT,0,0,0,0,0
3183,自由民主党,Defence,199,66,26342,85,0
3183,自由民主党,NuclearPower,106,0,0,0,0
3183,自由民主党,FamilySeparate,0,0,0,0,0
3183,自由民主党,LGBT,0,0,0,0,0
3187,自由民主党,Defence,61,24,18992,52,19
3187,自由民主党,NuclearPower,15,1,4885,1,2
3187,自由民主党,FamilySeparate,0,0,0,0,0
3187,自由民主党,LGBT,1,1,557,1,0
3189,自由民主党,Defence,11,8,9303,11,0
3189,自由民主党,NuclearPower,31,6,6961,21,0
3189,自由民主党,FamilySeparate,0,0,0,0,0
3189,自由民主党,LGBT,0,0,0,0,0
3190,自由民主党,Defence,24,0,0,0,0
